Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
,,,,,5400.0,
,,,,,1300.0,
,,,,,3800.0,
,,,,,,7900.0
,,,,,,731.0
,,,,,,1900.0
,,,,,,3100.0
,,,,,,1900.0
,,,,,,9700.0
,,,,,,3400.0
,,,,,,894.0
,,,,,,1300.0
,,,,,,2100.0
,,,,,,12100.0
,,,,,,1400.0
,,,,,,3700.0
,,,,,,2200.0
,,,,,,1300.0
,,,,,,1600.0
,,,,,,1400.0
,,,,,,14300.0
,,,,,,33100.0
,,,,,,3400.0
,,,,,,5400.0
,,,,,,5600.0
,,,,,,618.0
,,,,,,2300.0
8000.0,,,,,,
630.0,,,,,,
2900.0,,,,,,
5800.0,,,,,,
2000.0,,,,,,
1900.0,,,,,,
909.0,,,,,,
705.0,,,,,,
2700.0,,,,,,
699.0,,,,,,
2100.0,,,,,,
1900.0,,,,,,
636.0,,,,,,
432.0,,,,,,
3000.0,,,,,,
621.0,,,,,,
5300.0,,,,,,
1600.0,,,,,,
1700.0,,,,,,
649.0,,,,,,
476.0,,,,,,
1300.0,,,,,,
1900.0,,,,,,
1700.0,,,,,,
1800.0,,,,,,
586.0,,,,,,
1100.0,,,,,,
992.0,,,,,,
950.0,,,,,,
903.0,,,,,,
1500.0,,,,,,
1700.0,,,,,,
1600.0,,,,,,
1500.0,,,,,,
1200.0,,,,,,
1300.0,,,,,,
1300.0,,,,,,
862.0,,,,,,
1200.0,,,,,,
2600.0,,,,,,
4900.0,,,,,,
1900.0,,,,,,
2700.0,,,,,,
1100.0,,,,,,
3000.0,,,,,,
727.0,,,,,,
1100.0,,,,,,
498.0,,,,,,
1300.0,,,,,,
1300.0,,,,,,
1400.0,,,,,,
884.0,,,,,,
1200.0,,,,,,
645.0,,,,,,
429.0,,,,,,
39400.0,,,,,,
811.0,,,,,,
5200.0,,,,,,
756.0,,,,,,
498.0,,,,,,
2200.0,,,,,,
1300.0,,,,,,
440.0,,,,,,
983.0,,,,,,
2800.0,,,,,,
1200.0,,,,,,
1300.0,,,,,,
423.0,,,,,,
735.0,,,,,,
1100.0,,,,,,
718.0,,,,,,
1400.0,,,,,,
1100.0,,,,,,
544.0,,,,,,
2400.0,,,,,,
6000.0,,,,,,
1200.0,,,,,,
2300.0,,,,,,
,581.0,,,,,
,6800.0,,,,,
,752.0,,,,,
,866.0,,,,,
,5000.0,,,,,
,1200.0,,,,,
,3200.0,,,,,
,442.0,,,,,
,2900.0,,,,,
,1100.0,,,,,
,2200.0,,,,,
,1900.0,,,,,
,2400.0,,,,,
,730.0,,,,,
,5900.0,,,,,
,458.0,,,,,
,2100.0,,,,,
,1600.0,,,,,
,462.0,,,,,
,2500.0,,,,,
,1900.0,,,,,
,593.0,,,,,
,1300.0,,,,,
,5400.0,,,,,
,1100.0,,,,,
,3800.0,,,,,
,725.0,,,,,
,787.0,,,,,
,8900.0,,,,,
,5500.0,,,,,
,1900.0,,,,,
,463.0,,,,,
,368.0,,,,,
,1300.0,,,,,
,957.0,,,,,
,1200.0,,,,,
,484.0,,,,,
,17100.0,,,,,
,2300.0,,,,,
,2300.0,,,,,
,3100.0,,,,,
,2400.0,,,,,
,1100.0,,,,,
,568.0,,,,,
,4200.0,,,,,
,2200.0,,,,,
,968.0,,,,,
,1800.0,,,,,
,2000.0,,,,,
,768.0,,,,,
,635.0,,,,,
,1000.0,,,,,
,4800.0,,,,,
,685.0,,,,,
,1500.0,,,,,
,6300.0,,,,,
,2000.0,,,,,
,902.0,,,,,
,1200.0,,,,,
,1700.0,,,,,
,1000.0,,,,,
,824.0,,,,,
,5100.0,,,,,
,2500.0,,,,,
,2900.0,,,,,
,933.0,,,,,
,480.0,,,,,
,3200.0,,,,,
,1000.0,,,,,
,660.0,,,,,
,1800.0,,,,,
,2600.0,,,,,
,757.0,,,,,
,1300.0,,,,,
,514.0,,,,,
,2100.0,,,,,
,1200.0,,,,,
,,1900.0,,,,
,,2600.0,,,,
,,615.0,,,,
,,504.0,,,,
,,1300.0,,,,
,,1400.0,,,,
,,2200.0,,,,
,,1300.0,,,,
,,1400.0,,,,
,,2500.0,,,,
,,1500.0,,,,
,,416.0,,,,
,,900.0,,,,
,,529.0,,,,
,,354.0,,,,
,,483.0,,,,
,,575.0,,,,
,,1700.0,,,,
,,3400.0,,,,
,,10400.0,,,,
,,2500.0,,,,
,,1600.0,,,,
,,1200.0,,,,
,,2100.0,,,,
,,1200.0,,,,
,,6400.0,,,,
,,17300.0,,,,
,,1300.0,,,,
,,1400.0,,,,
,,2100.0,,,,
,,1900.0,,,,
,,560.0,,,,
,,2900.0,,,,
,,1600.0,,,,
,,11400.0,,,,
,,4500.0,,,,
,,782.0,,,,
,,1300.0,,,,
,,1200.0,,,,
,,811.0,,,,
,,2200.0,,,,
,,4100.0,,,,
,,1900.0,,,,
,,9100.0,,,,
,,1500.0,,,,
,,3400.0,,,,
,,460.0,,,,
,,554.0,,,,
,,638.0,,,,
,,712.0,,,,
,,1500.0,,,,
,,2200.0,,,,
,,438.0,,,,
,,3100.0,,,,
,,51900.0,,,,
,,935.0,,,,
,,832.0,,,,
,,804.0,,,,
,,3500.0,,,,
,,864.0,,,,
,,3000.0,,,,
,,1200.0,,,,
,,847.0,,,,
,,917.0,,,,
,,1200.0,,,,
,,673.0,,,,
,,938.0,,,,
,,358.0,,,,
,,1200.0,,,,
,,2100.0,,,,
,,672.0,,,,
,,2300.0,,,,
,,,1100.0,,,
,,,1100.0,,,
,,,1100.0,,,
,,,1800.0,,,
,,,610.0,,,
,,,870.0,,,
,,,835.0,,,
,,,1200.0,,,
,,,2400.0,,,
,,,1100.0,,,
,,,1300.0,,,
,,,793.0,,,
,,,3500.0,,,
,,,2500.0,,,
,,,704.0,,,
,,,4800.0,,,
,,,12300.0,,,
,,,833.0,,,
,,,4900.0,,,
,,,2900.0,,,
,,,844.0,,,
,,,744.0,,,
,,,1600.0,,,
,,,690.0,,,
,,,998.0,,,
,,,3300.0,,,
,,,1100.0,,,
,,,1900.0,,,
,,,4000.0,,,
,,,2500.0,,,
,,,5100.0,,,
,,,2900.0,,,
,,,802.0,,,
,,,1400.0,,,
,,,4200.0,,,
,,,875.0,,,
,,,1200.0,,,
,,,2000.0,,,
,,,5000.0,,,
,,,2100.0,,,
,,,715.0,,,
,,,1700.0,,,
,,,801.0,,,
,,,4200.0,,,
,,,1900.0,,,
,,,756.0,,,
,,,592.0,,,
,,,2600.0,,,
,,,1400.0,,,
,,,1100.0,,,
,,,1100.0,,,
,,,2300.0,,,
,,,1700.0,,,
,,,9100.0,,,
,,,5700.0,,,
,,,1800.0,,,
,,,7200.0,,,
,,,671.0,,,
,,,2200.0,,,
,,,1800.0,,,
,,,3500.0,,,
,,,2900.0,,,
,,,817.0,,,
,,,3400.0,,,
,,,1600.0,,,
,,,771.0,,,
,,,15800.0,,,
,,,794.0,,,
,,,,465.0,,
,,,,2200.0,,
,,,,1700.0,,
,,,,577.0,,
,,,,17500.0,,
,,,,1100.0,,
,,,,2200.0,,
,,,,536.0,,
,,,,1900.0,,
,,,,3300.0,,
,,,,1300.0,,
,,,,5700.0,,
,,,,3100.0,,
,,,,701.0,,
,,,,8000.0,,
,,,,3600.0,,
,,,,1300.0,,
,,,,2900.0,,
,,,,1200.0,,
,,,,2400.0,,
,,,,3700.0,,
,,,,1500.0,,
,,,,5800.0,,
,,,,721.0,,
,,,,2700.0,,
,,,,1700.0,,
,,,,3400.0,,
,,,,2200.0,,
,,,,1400.0,,
,,,,1000.0,,
,,,,2100.0,,
,,,,1200.0,,
,,,,1300.0,,
,,,,561.0,,
,,,,2200.0,,
,,,,715.0,,
,,,,2900.0,,
,,,,2800.0,,
,,,,1800.0,,
,,,,930.0,,
,,,,1200.0,,
,,,,1100.0,,
,,,,1500.0,,
,,,,1500.0,,
,,,,1200.0,,
,,,,1800.0,,
,,,,1900.0,,
,,,,1500.0,,
,,,,1200.0,,
,,,,2000.0,,
,,,,2200.0,,
,,,,1200.0,,
,,,,1100.0,,
,,,,2700.0,,
,,,,2600.0,,
,,,,1300.0,,
,,,,,3000.0,
,,,,,1900.0,
,,,,,7700.0,
,,,,,1300.0,
,,,,,2300.0,
,,,,,3200.0,
,,,,,3100.0,
,,,,,2400.0,
,,,,,3800.0,
,,,,,2600.0,
,,,,,3500.0,
,,,,,2800.0,
,,,,,7800.0,
,,,,,7800.0,
,,,,,2000.0,
,,,,,5800.0,
,,,,,2200.0,
,,,,,,9800.0
,,,,,,1700.0
,,,,,,3900.0
,,,,,,4200.0
,,,,,,1600.0
,,,,,,3500.0
,,,,,,2600.0
,,,,,,2000.0
,,,,,,1600.0
,,,,,,17600.0
,,,,,,767.0
,,,,,,4400.0
,,,,,,1300.0
,,,,,,2800.0
,,,,,,2000.0
,,,,,,5700.0
,,,,,,2200.0
,,,,,,1600.0
,,,,,,2100.0
,,,,,,1700.0
,,,,,,827.0
,,,,,,2500.0
,,,,,,2500.0
764.0,,,,,,
1100.0,,,,,,
4000.0,,,,,,
2900.0,,,,,,
1100.0,,,,,,
423.0,,,,,,
1000.0,,,,,,
2100.0,,,,,,
2200.0,,,,,,
703.0,,,,,,
1000.0,,,,,,
1900.0,,,,,,
863.0,,,,,,
1100.0,,,,,,
1400.0,,,,,,
1900.0,,,,,,
3700.0,,,,,,
799.0,,,,,,
3700.0,,,,,,
1600.0,,,,,,
2000.0,,,,,,
1600.0,,,,,,
2100.0,,,,,,
1300.0,,,,,,
1100.0,,,,,,
1800.0,,,,,,
3200.0,,,,,,
800.0,,,,,,
1500.0,,,,,,
1100.0,,,,,,
900.0,,,,,,
1100.0,,,,,,
1100.0,,,,,,
1600.0,,,,,,
1600.0,,,,,,
2100.0,,,,,,
2700.0,,,,,,
950.0,,,,,,
1400.0,,,,,,
971.0,,,,,,
872.0,,,,,,
1700.0,,,,,,
657.0,,,,,,
1100.0,,,,,,
2800.0,,,,,,
1700.0,,,,,,
718.0,,,,,,
4500.0,,,,,,
1800.0,,,,,,
533.0,,,,,,
6800.0,,,,,,
1200.0,,,,,,
2000.0,,,,,,
6500.0,,,,,,
3100.0,,,,,,
987.0,,,,,,
6700.0,,,,,,
4100.0,,,,,,
428.0,,,,,,
1500.0,,,,,,
1500.0,,,,,,
2100.0,,,,,,
1500.0,,,,,,
936.0,,,,,,
1200.0,,,,,,
5300.0,,,,,,
,860.0,,,,,
,4600.0,,,,,
,925.0,,,,,
,11900.0,,,,,
,1700.0,,,,,
,940.0,,,,,
,560.0,,,,,
,2600.0,,,,,
,1500.0,,,,,
,866.0,,,,,
,1200.0,,,,,
,6000.0,,,,,
,1300.0,,,,,
,2100.0,,,,,
,1400.0,,,,,
,583.0,,,,,
,1200.0,,,,,
,3000.0,,,,,
,1100.0,,,,,
,6500.0,,,,,
,1200.0,,,,,
,751.0,,,,,
,741.0,,,,,
,2100.0,,,,,
,1800.0,,,,,
,1600.0,,,,,
,635.0,,,,,
,589.0,,,,,
,1100.0,,,,,
,473.0,,,,,
,1200.0,,,,,
,1100.0,,,,,
,1500.0,,,,,
,1000.0,,,,,
,532.0,,,,,
,1400.0,,,,,
,1100.0,,,,,
,510.0,,,,,
,342.0,,,,,
,1700.0,,,,,
,2700.0,,,,,
,1900.0,,,,,
,22000.0,,,,,
,503.0,,,,,
,2800.0,,,,,
,1100.0,,,,,
,522.0,,,,,
,1100.0,,,,,
,1500.0,,,,,
,2000.0,,,,,
,1900.0,,,,,
,5500.0,,,,,
,1200.0,,,,,
,4600.0,,,,,
,823.0,,,,,
,1800.0,,,,,
,5600.0,,,,,
,2500.0,,,,,
,1900.0,,,,,
,689.0,,,,,
,1100.0,,,,,
,3700.0,,,,,
,1200.0,,,,,
,952.0,,,,,
,300.0,,,,,
,2600.0,,,,,
,1300.0,,,,,
,1500.0,,,,,
,1900.0,,,,,
,1000.0,,,,,
,1500.0,,,,,
,1000.0,,,,,
,1000.0,,,,,
,3200.0,,,,,
,1200.0,,,,,
,2500.0,,,,,
,,1900.0,,,,
,,2800.0,,,,
,,2700.0,,,,
,,956.0,,,,
,,1000.0,,,,
,,2500.0,,,,
,,915.0,,,,
,,2000.0,,,,
,,864.0,,,,
,,4100.0,,,,
,,910.0,,,,
,,790.0,,,,
,,623.0,,,,
,,548.0,,,,
,,1400.0,,,,
,,1100.0,,,,
,,508.0,,,,
,,1800.0,,,,
,,909.0,,,,
,,999.0,,,,
,,2100.0,,,,
,,825.0,,,,
,,2400.0,,,,
,,1300.0,,,,
,,2100.0,,,,
,,2000.0,,,,
,,2600.0,,,,
,,1100.0,,,,
,,2700.0,,,,
,,1700.0,,,,
,,3000.0,,,,
,,2500.0,,,,
,,1900.0,,,,
,,10200.0,,,,
,,603.0,,,,
,,1500.0,,,,
,,1200.0,,,,
,,957.0,,,,
,,899.0,,,,
,,1200.0,,,,
,,1700.0,,,,
,,1000.0,,,,
,,8200.0,,,,
,,1500.0,,,,
,,683.0,,,,
,,1800.0,,,,
,,371.0,,,,
,,1500.0,,,,
,,7400.0,,,,
,,2700.0,,,,
,,375.0,,,,
,,799.0,,,,
,,445.0,,,,
,,837.0,,,,
,,978.0,,,,
,,2000.0,,,,
,,1200.0,,,,
,,1500.0,,,,
,,929.0,,,,
,,1200.0,,,,
,,1500.0,,,,
,,1100.0,,,,
,,513.0,,,,
,,730.0,,,,
,,560.0,,,,
,,8300.0,,,,
,,8300.0,,,,
,,740.0,,,,
,,581.0,,,,
,,556.0,,,,
,,730.0,,,,
,,775.0,,,,
,,518.0,,,,
,,3100.0,,,,
,,4700.0,,,,
,,1700.0,,,,
,,1900.0,,,,
,,886.0,,,,
,,2100.0,,,,
,,1300.0,,,,
,,3900.0,,,,
,,39200.0,,,,
,,876.0,,,,
,,1800.0,,,,
,,1100.0,,,,
,,755.0,,,,
,,6000.0,,,,
,,1800.0,,,,
,,,555.0,,,
,,,13800.0,,,
,,,447.0,,,
,,,4400.0,,,
,,,1700.0,,,
,,,1000.0,,,
,,,1900.0,,,
,,,902.0,,,
,,,1100.0,,,
,,,1000.0,,,
,,,1600.0,,,
,,,9500.0,,,
,,,1300.0,,,
,,,949.0,,,
,,,405.0,,,
,,,2100.0,,,
,,,1500.0,,,
,,,2300.0,,,
,,,4000.0,,,
,,,785.0,,,
,,,2400.0,,,
,,,2300.0,,,
,,,5200.0,,,
,,,3800.0,,,
,,,431.0,,,
,,,3600.0,,,
,,,2500.0,,,
,,,515.0,,,
,,,537.0,,,
,,,668.0,,,
,,,5000.0,,,
,,,3400.0,,,
,,,471.0,,,
,,,1200.0,,,
,,,527.0,,,
,,,1400.0,,,
,,,632.0,,,
,,,998.0,,,
,,,400.0,,,
,,,1000.0,,,
,,,2700.0,,,
,,,2200.0,,,
,,,3300.0,,,
,,,1200.0,,,
,,,1700.0,,,
,,,1300.0,,,
,,,482.0,,,
,,,1300.0,,,
,,,2100.0,,,
,,,1600.0,,,
,,,2700.0,,,
,,,1300.0,,,
,,,2000.0,,,
,,,2000.0,,,
,,,4400.0,,,
,,,3900.0,,,
,,,8100.0,,,
,,,1400.0,,,
,,,2500.0,,,
,,,3100.0,,,
,,,2100.0,,,
,,,1800.0,,,
,,,1200.0,,,
,,,1700.0,,,
,,,2700.0,,,
,,,1200.0,,,
,,,5700.0,,,
,,,606.0,,,
,,,10700.0,,,
,,,1000.0,,,
,,,735.0,,,
,,,1500.0,,,
,,,763.0,,,
,,,9700.0,,,
,,,3800.0,,,
,,,532.0,,,
,,,,811.0,,
,,,,3200.0,,
,,,,942.0,,
,,,,1400.0,,
,,,,731.0,,
,,,,4800.0,,
,,,,2700.0,,
,,,,11800.0,,
,,,,3400.0,,
,,,,3300.0,,
,,,,4500.0,,
,,,,4300.0,,
,,,,1500.0,,
,,,,4300.0,,
,,,,614.0,,
,,,,3500.0,,
,,,,2600.0,,
,,,,3900.0,,
,,,,3100.0,,
,,,,1600.0,,
,,,,928.0,,
,,,,4100.0,,
,,,,7000.0,,
,,,,921.0,,
,,,,1800.0,,
,,,,2100.0,,
,,,,856.0,,
,,,,2700.0,,
,,,,2700.0,,
,,,,2500.0,,
,,,,1100.0,,
,,,,1200.0,,
,,,,2100.0,,
,,,,1200.0,,
,,,,931.0,,
,,,,2700.0,,
,,,,2300.0,,
,,,,475.0,,
,,,,574.0,,
,,,,4700.0,,
,,,,1100.0,,
,,,,1400.0,,
,,,,1200.0,,
,,,,3200.0,,
,,,,1500.0,,
,,,,538.0,,
,,,,1100.0,,
,,,,661.0,,
,,,,535.0,,
,,,,1300.0,,
,,,,1200.0,,
,,,,705.0,,
,,,,521.0,,
,,,,1300.0,,
,,,,1600.0,,
,,,,3800.0,,
,,,,1000.0,,
,,,,8000.0,,
,,,,1400.0,,
,,,,2500.0,,
,,,,1100.0,,
,,,,1600.0,,
,,,,,1300.0,
,,,,,10800.0,
,,,,,2000.0,
,,,,,9800.0,
,,,,,2200.0,
,,,,,2900.0,
,,,,,1300.0,
,,,,,6800.0,
,,,,,4900.0,
,,,,,2200.0,
,,,,,30000.0,
,,,,,6200.0,
,,,,,5600.0,
,,,,,5200.0,
,,,,,3900.0,
,,,,,2300.0,
,,,,,2700.0,
,,,,,2800.0,
,,,,,6300.0,
,,,,,1300.0,
,,,,,1400.0,
,,,,,2400.0,
,,,,,1700.0,
,,,,,5900.0,
,,,,,,3800.0
,,,,,,3100.0
,,,,,,1100.0
,,,,,,2400.0
,,,,,,3000.0
,,,,,,1400.0
,,,,,,8200.0
,,,,,,2200.0
,,,,,,2700.0
,,,,,,4300.0
,,,,,,1500.0
,,,,,,6400.0
,,,,,,1100.0
,,,,,,5900.0
,,,,,,4600.0
,,,,,,1300.0
,,,,,,6100.0
,,,,,,1400.0
,,,,,,2800.0
,,,,,,2200.0
,,,,,,1500.0
,,,,,,6300.0
,,,,,,4800.0
,,,,,,1100.0
,,,,,,1300.0
,,,,,,1800.0
4300.0,,,,,,
1200.0,,,,,,
8500.0,,,,,,
776.0,,,,,,
1200.0,,,,,,
1600.0,,,,,,
742.0,,,,,,
469.0,,,,,,
414.0,,,,,,
2500.0,,,,,,
1200.0,,,,,,
1000.0,,,,,,
1800.0,,,,,,
506.0,,,,,,
8100.0,,,,,,
2700.0,,,,,,
2000.0,,,,,,
590.0,,,,,,
565.0,,,,,,
2400.0,,,,,,
1400.0,,,,,,
1100.0,,,,,,
1200.0,,,,,,
4300.0,,,,,,
3400.0,,,,,,
3000.0,,,,,,
357.0,,,,,,
6700.0,,,,,,
566.0,,,,,,
1400.0,,,,,,
874.0,,,,,,
2000.0,,,,,,
2800.0,,,,,,
460.0,,,,,,
2700.0,,,,,,
1700.0,,,,,,
3000.0,,,,,,
706.0,,,,,,
583.0,,,,,,
1300.0,,,,,,
830.0,,,,,,
2000.0,,,,,,
7100.0,,,,,,
294.0,,,,,,
349.0,,,,,,
4400.0,,,,,,
507.0,,,,,,
542.0,,,,,,
2400.0,,,,,,
688.0,,,,,,
1900.0,,,,,,
30200.0,,,,,,
2000.0,,,,,,
1300.0,,,,,,
907.0,,,,,,
3100.0,,,,,,
804.0,,,,,,
1200.0,,,,,,
8700.0,,,,,,
1900.0,,,,,,
559.0,,,,,,
3000.0,,,,,,
401.0,,,,,,
4400.0,,,,,,
1100.0,,,,,,
2400.0,,,,,,
1700.0,,,,,,
953.0,,,,,,
706.0,,,,,,
469.0,,,,,,
1900.0,,,,,,
673.0,,,,,,
672.0,,,,,,
1200.0,,,,,,
2400.0,,,,,,
578.0,,,,,,
1500.0,,,,,,
1000.0,,,,,,
1200.0,,,,,,
16700.0,,,,,,
1200.0,,,,,,
4300.0,,,,,,
441.0,,,,,,
2100.0,,,,,,
4800.0,,,,,,
,969.0,,,,,
,6700.0,,,,,
,1000.0,,,,,
,1600.0,,,,,
,577.0,,,,,
,510.0,,,,,
,1200.0,,,,,
,2700.0,,,,,
,790.0,,,,,
,3200.0,,,,,
,3100.0,,,,,
,11400.0,,,,,
,4400.0,,,,,
,1500.0,,,,,
,769.0,,,,,
,1400.0,,,,,
,2100.0,,,,,
,825.0,,,,,
,3000.0,,,,,
,3000.0,,,,,
,5000.0,,,,,
,2100.0,,,,,
,4100.0,,,,,
,6300.0,,,,,
,2700.0,,,,,
,532.0,,,,,
,559.0,,,,,
,2700.0,,,,,
,1300.0,,,,,
,3100.0,,,,,
,1500.0,,,,,
,1100.0,,,,,
,790.0,,,,,
,3000.0,,,,,
,792.0,,,,,
,467.0,,,,,
,1900.0,,,,,
,6000.0,,,,,
,969.0,,,,,
,686.0,,,,,
,3000.0,,,,,
,1000.0,,,,,
,990.0,,,,,
,717.0,,,,,
,2200.0,,,,,
,1600.0,,,,,
,779.0,,,,,
,11100.0,,,,,
,1500.0,,,,,
,1000.0,,,,,
,803.0,,,,,
