Monday,Tuesday,Wednesday,Thursday,Friday,Weekend
750.0,1000.0,3000.0,873.0,750.0,750.0
3700.0,379.0,689.0,2600.0,3700.0,3700.0
1100.0,637.0,6100.0,878.0,1100.0,1100.0
6800.0,808.0,413.0,29600.0,6800.0,6800.0
798.0,3600.0,4100.0,1400.0,798.0,798.0
1000.0,3700.0,1500.0,4300.0,1000.0,1000.0
5100.0,1200.0,808.0,683.0,5100.0,5100.0
1500.0,834.0,15800.0,1300.0,1500.0,1500.0
773.0,2200.0,713.0,1300.0,773.0,773.0
5000.0,1100.0,647.0,550.0,5000.0,5000.0
1100.0,925.0,978.0,1200.0,1100.0,1100.0
2600.0,1100.0,40600.0,959.0,2600.0,2600.0
983.0,3600.0,1000.0,2000.0,983.0,983.0
4400.0,6400.0,644.0,1000.0,4400.0,4400.0
806.0,1000.0,1200.0,623.0,806.0,806.0
1700.0,2900.0,930.0,1400.0,1700.0,1700.0
1300.0,10100.0,1900.0,686.0,1300.0,1300.0
1400.0,1300.0,1300.0,468.0,1400.0,1400.0
1600.0,461.0,827.0,4800.0,1600.0,1600.0
1800.0,1000.0,7900.0,3000.0,1800.0,1800.0
1400.0,14300.0,3400.0,732.0,1400.0,1400.0
1900.0,4000.0,48.0,646.0,1900.0,1900.0
2900.0,1200.0,3000.0,1100.0,2900.0,2900.0
1400.0,1200.0,475.0,2700.0,1400.0,1400.0
3000.0,1100.0,1200.0,3000.0,3000.0,3000.0
28800.0,1100.0,1700.0,3000.0,28800.0,28800.0
1100.0,1500.0,2100.0,7300.0,1100.0,1100.0
2000.0,982.0,1200.0,1300.0,2000.0,2000.0
872.0,1100.0,915.0,1100.0,872.0,872.0
1100.0,969.0,1000.0,1400.0,1100.0,1100.0
461.0,829.0,1100.0,1300.0,461.0,461.0
144.0,768.0,3300.0,4600.0,144.0,144.0
579.0,1100.0,591.0,595.0,579.0,579.0
2400.0,565.0,732.0,855.0,2400.0,2400.0
16700.0,1300.0,2200.0,2900.0,16700.0,16700.0
699.0,757.0,1300.0,6700.0,699.0,699.0
1000.0,2400.0,884.0,1800.0,1000.0,1000.0
2300.0,2900.0,57100.0,628.0,2300.0,2300.0
787.0,726.0,9900.0,701.0,787.0,787.0
9500.0,1200.0,798.0,1300.0,9500.0,9500.0
4500.0,992.0,606.0,1800.0,4500.0,4500.0
1300.0,918.0,1000.0,762.0,1300.0,1300.0
909.0,782.0,1200.0,1200.0,909.0,909.0
650.0,1400.0,1400.0,1100.0,650.0,650.0
1000.0,2400.0,2100.0,9900.0,1000.0,1000.0
139600.0,6600.0,1500.0,1300.0,139600.0,139600.0
2000.0,1500.0,968.0,666.0,2000.0,2000.0
11100.0,522.0,2500.0,1900.0,11100.0,11100.0
1900.0,1200.0,617.0,2500.0,1900.0,1900.0
380.0,1300.0,2400.0,926.0,380.0,380.0
831.0,641.0,978.0,2600.0,831.0,831.0
879.0,972.0,570.0,1800.0,879.0,879.0
5800.0,4100.0,1900.0,2000.0,5800.0,5800.0
1300.0,1200.0,1000.0,99.0,1300.0,1300.0
3200.0,961.0,444.0,1400.0,3200.0,3200.0
2600.0,751.0,1400.0,1600.0,2600.0,2600.0
1400.0,814.0,2300.0,24700.0,1400.0,1400.0
4700.0,882.0,2700.0,813.0,4700.0,4700.0
331.0,935.0,4700.0,1000.0,331.0,331.0
665.0,707.0,4300.0,15500.0,665.0,665.0
1400.0,2200.0,5900.0,904.0,1400.0,1400.0
1100.0,1200.0,1200.0,11600.0,1100.0,1100.0
1100.0,936.0,743.0,2200.0,1100.0,1100.0
1400.0,1100.0,1200.0,1100.0,1400.0,1400.0
9600.0,838.0,3700.0,1400.0,9600.0,9600.0
4900.0,746.0,959.0,7800.0,4900.0,4900.0
1500.0,895.0,1100.0,384.0,1500.0,1500.0
1300.0,1100.0,12800.0,1100.0,1300.0,1300.0
1000.0,605.0,5400.0,3400.0,1000.0,1000.0
1300.0,884.0,3500.0,6100.0,1300.0,1300.0
885.0,1500.0,585.0,10400.0,885.0,885.0
740.0,1400.0,20800.0,895.0,740.0,740.0
1100.0,2200.0,1100.0,21400.0,1100.0,1100.0
792.0,1700.0,1200.0,14500.0,792.0,792.0
1900.0,655.0,786.0,2400.0,1900.0,1900.0
690.0,812.0,1700.0,12900.0,690.0,690.0
2900.0,3000.0,1200.0,1900.0,2900.0,2900.0
1500.0,2900.0,1700.0,2000.0,1500.0,1500.0
1200.0,560.0,1600.0,3800.0,1200.0,1200.0
917.0,8800.0,663.0,577.0,917.0,917.0
4500.0,786.0,7800.0,404.0,4500.0,4500.0
1000.0,1100.0,1600.0,804.0,1000.0,1000.0
1900.0,2600.0,1600.0,1100.0,1900.0,1900.0
22100.0,627.0,1500.0,1400.0,22100.0,22100.0
786.0,711.0,2300.0,1200.0,786.0,786.0
413.0,2500.0,2000.0,724.0,413.0,413.0
1700.0,1300.0,1500.0,884.0,1700.0,1700.0
753.0,2300.0,16300.0,4900.0,753.0,753.0
506.0,859.0,2700.0,715.0,506.0,506.0
3000.0,823.0,1300.0,875.0,3000.0,3000.0
713.0,826.0,1500.0,807.0,713.0,713.0
23000.0,4800.0,400.0,1200.0,23000.0,23000.0
1200.0,1900.0,805.0,5100.0,1200.0,1200.0
2700.0,947.0,1600.0,2100.0,2700.0,2700.0
1000.0,6500.0,847.0,5100.0,1000.0,1000.0
971.0,1500.0,727.0,1900.0,971.0,971.0
2000.0,2700.0,2200.0,2100.0,2000.0,2000.0
1700.0,1500.0,626.0,682.0,1700.0,1700.0
6000.0,794.0,915.0,1100.0,6000.0,6000.0
6200.0,860.0,503.0,956.0,6200.0,6200.0
3100.0,1300.0,790.0,864.0,3100.0,3100.0
841.0,1500.0,1100.0,1100.0,841.0,841.0
371.0,1000.0,1200.0,937.0,371.0,371.0
1400.0,709.0,6800.0,1000.0,1400.0,1400.0
56500.0,9700.0,2500.0,1100.0,56500.0,56500.0
861.0,12400.0,717.0,2600.0,861.0,861.0
787.0,775.0,2000.0,7800.0,787.0,787.0
1100.0,1300.0,1000.0,629.0,1100.0,1100.0
5200.0,1200.0,3800.0,861.0,5200.0,5200.0
18800.0,1800.0,983.0,864.0,18800.0,18800.0
3900.0,923.0,1700.0,1300.0,3900.0,3900.0
1500.0,1000.0,540.0,895.0,1500.0,1500.0
968.0,4200.0,843.0,1400.0,968.0,968.0
552.0,934.0,48000.0,594.0,552.0,552.0
1100.0,1900.0,1900.0,554.0,1100.0,1100.0
2300.0,1300.0,2700.0,875.0,2300.0,2300.0
1100.0,2900.0,918.0,1300.0,1100.0,1100.0
624.0,1300.0,657.0,633.0,624.0,624.0
1100.0,1200.0,1700.0,773.0,1100.0,1100.0
1700.0,820.0,2300.0,18700.0,1700.0,1700.0
795.0,2000.0,1100.0,787.0,795.0,795.0
830.0,1400.0,548.0,937.0,830.0,830.0
1400.0,908.0,1800.0,1300.0,1400.0,1400.0
814.0,1700.0,1300.0,1400.0,814.0,814.0
7200.0,2000.0,713.0,793.0,7200.0,7200.0
1700.0,86.0,968.0,5600.0,1700.0,1700.0
688.0,8500.0,421.0,2800.0,688.0,688.0
851.0,1100.0,1400.0,838.0,851.0,851.0
1500.0,622.0,708.0,2100.0,1500.0,1500.0
1600.0,5700.0,7400.0,3200.0,1600.0,1600.0
1700.0,9200.0,1000.0,1800.0,1700.0,1700.0
949.0,2400.0,1100.0,1200.0,949.0,949.0
1400.0,13100.0,1400.0,668.0,1400.0,1400.0
828.0,621.0,1200.0,5100.0,828.0,828.0
545.0,6500.0,67100.0,17800.0,545.0,545.0
1300.0,17600.0,792.0,1600.0,1300.0,1300.0
861.0,968.0,1000.0,1500.0,861.0,861.0
755.0,825.0,733.0,528.0,755.0,755.0
1600.0,5900.0,5700.0,618.0,1600.0,1600.0
751.0,1200.0,1100.0,13800.0,751.0,751.0
1700.0,954.0,3100.0,922.0,1700.0,1700.0
1900.0,5300.0,3200.0,3500.0,1900.0,1900.0
1600.0,818.0,4500.0,17900.0,1600.0,1600.0
743.0,1100.0,12500.0,8700.0,743.0,743.0
4000.0,1700.0,872.0,539.0,4000.0,4000.0
1900.0,5500.0,3000.0,973.0,1900.0,1900.0
3000.0,1400.0,3800.0,8900.0,3000.0,3000.0
2800.0,1600.0,3100.0,11900.0,2800.0,2800.0
2500.0,2900.0,741.0,1800.0,2500.0,2500.0
3500.0,16400.0,512.0,1000.0,3500.0,3500.0
639.0,5300.0,1300.0,1200.0,639.0,639.0
1100.0,727.0,1000.0,1100.0,1100.0,1100.0
8400.0,762.0,2300.0,2000.0,8400.0,8400.0
2000.0,1100.0,1500.0,133700.0,2000.0,2000.0
1200.0,2400.0,2300.0,2400.0,1200.0,1200.0
2200.0,1000.0,3500.0,1200.0,2200.0,2200.0
12800.0,3000.0,1200.0,1600.0,12800.0,12800.0
8700.0,598.0,1100.0,1500.0,8700.0,8700.0
1500.0,938.0,669.0,1100.0,1500.0,1500.0
1500.0,2000.0,706.0,1400.0,1500.0,1500.0
1300.0,2400.0,932.0,650.0,1300.0,1300.0
768.0,777.0,803.0,3000.0,768.0,768.0
1100.0,707.0,971.0,986.0,1100.0,1100.0
1300.0,969.0,946.0,3000.0,1300.0,1300.0
2400.0,1200.0,865.0,3500.0,2400.0,2400.0
1500.0,1000.0,1200.0,2300.0,1500.0,1500.0
2000.0,1900.0,105400.0,1800.0,2000.0,2000.0
6600.0,4800.0,1300.0,699.0,6600.0,6600.0
10300.0,1200.0,834.0,1900.0,10300.0,10300.0
21400.0,2300.0,1200.0,1200.0,21400.0,21400.0
3300.0,2100.0,2000.0,8400.0,3300.0,3300.0
1200.0,710.0,945.0,1500.0,1200.0,1200.0
914.0,954.0,760.0,2800.0,914.0,914.0
1200.0,3500.0,461.0,1700.0,1200.0,1200.0
2300.0,772.0,2100.0,1800.0,2300.0,2300.0
3000.0,892.0,48100.0,579.0,3000.0,3000.0
2300.0,952.0,673.0,1800.0,2300.0,2300.0
1200.0,1100.0,2100.0,2100.0,1200.0,1200.0
3400.0,2000.0,1700.0,7300.0,3400.0,3400.0
23500.0,5800.0,781.0,3000.0,23500.0,23500.0
57200.0,1800.0,945.0,15500.0,57200.0,57200.0
3600.0,1500.0,1600.0,5600.0,3600.0,3600.0
4000.0,13400.0,3400.0,2200.0,4000.0,4000.0
1300.0,821.0,411.0,1300.0,1300.0,1300.0
9400.0,2300.0,2000.0,20800.0,9400.0,9400.0
7900.0,4900.0,1500.0,1400.0,7900.0,7900.0
1500.0,1200.0,1700.0,1300.0,1500.0,1500.0
577.0,988.0,1700.0,3800.0,577.0,577.0
798.0,5100.0,3300.0,3600.0,798.0,798.0
746.0,3300.0,942.0,3500.0,746.0,746.0
800.0,6400.0,1100.0,1300.0,800.0,800.0
7200.0,11400.0,978.0,698.0,7200.0,7200.0
1200.0,1100.0,850.0,4200.0,1200.0,1200.0
1400.0,454.0,1200.0,3900.0,1400.0,1400.0
2000.0,5400.0,2600.0,1000.0,2000.0,2000.0
1500.0,3200.0,1400.0,700.0,1500.0,1500.0
1700.0,1100.0,824.0,3400.0,1700.0,1700.0
4600.0,954.0,828.0,831.0,4600.0,4600.0
1100.0,6600.0,8400.0,1300.0,1100.0,1100.0
1300.0,2100.0,1800.0,5000.0,1300.0,1300.0
802.0,782.0,988.0,1300.0,802.0,802.0
909.0,1100.0,18400.0,3700.0,909.0,909.0
1500.0,9100.0,9500.0,442.0,1500.0,1500.0
922.0,1700.0,2000.0,464.0,922.0,922.0
12500.0,51900.0,1000.0,7800.0,12500.0,12500.0
1100.0,983.0,1500.0,1000.0,1100.0,1100.0
